outcome,beta_mean,beta_sd,beta_q025,beta_q975
violent_crime_rate,0.9815625095839999,0.21240410199548448,0.6092457785000001,1.4315875074999997
property_crime_rate,1.724412627017,0.3254381788378392,1.1252446025,2.4022901624999995
murder_rate,1.104224169724,0.24990517858533226,0.66715169325,1.6518349924999998
