iter,outcome,att
96,clear_rate,-0.0276711986549954
97,arrest_rate,-0.0101013025604323
97,clear_rate,-0.00867653509294116
98,arrest_rate,-0.00586803469321575
98,clear_rate,-0.01143664304251
99,arrest_rate,0.017890874768226
99,clear_rate,0.017583853810966
100,arrest_rate,-0.00930264070202444
100,clear_rate,-0.00589449587898266
101,arrest_rate,-0.0117532608235086
101,clear_rate,-0.00710839556740829
102,arrest_rate,0.00160416622536756
102,clear_rate,0.00301676771534528
103,arrest_rate,0.0137613422082794
103,clear_rate,0.0183178781039507
104,arrest_rate,0.000151047318496219
104,clear_rate,-0.00462830789717901
105,arrest_rate,0.0140295061588851
105,clear_rate,0.0118068651314892
106,arrest_rate,0.0366849572516663
106,clear_rate,0.0379157293537777
107,arrest_rate,-0.0280016644544354
107,clear_rate,-0.0419698885342213
108,arrest_rate,0.0406487949960756
108,clear_rate,0.0474969648251164
109,arrest_rate,-0.0224774671916653
109,clear_rate,-0.0186052534014571
110,arrest_rate,-0.00684864397718952
110,clear_rate,-0.00972859643431034
111,arrest_rate,-0.0400928175327908
111,clear_rate,-0.035130722267419
112,arrest_rate,-0.0204872921864931
112,clear_rate,-0.0238814771521665
113,arrest_rate,0.0182105971395716
113,clear_rate,0.0109289905523939
114,arrest_rate,0.0114116396729348
114,clear_rate,0.00434936324258849
115,arrest_rate,0.028124939118287
115,clear_rate,0.0304935149073623
116,arrest_rate,-0.00645443080508591
116,clear_rate,-0.00903652382862606
117,arrest_rate,0.00680563731195446
117,clear_rate,0.00924871111015102
118,arrest_rate,-0.0320384118704537
118,clear_rate,-0.0352444709800404
119,arrest_rate,0.00718157852659198
119,clear_rate,-0.00445786468919665
120,arrest_rate,-0.0293354412583243
120,clear_rate,-0.0176742568684126
121,arrest_rate,-0.0194247258869844
121,clear_rate,-0.0199849730719098
122,arrest_rate,0.00194994000714333
122,clear_rate,0.000865871797105952
123,arrest_rate,-0.0225281624953259
123,clear_rate,-0.0242737676760015
124,arrest_rate,-0.0164601627375047
124,clear_rate,-0.014946298944688
125,arrest_rate,-0.0107832661846731
125,clear_rate,-0.0169672507028204
126,arrest_rate,0.051241412096577
126,clear_rate,0.0527771917160333
127,arrest_rate,0.0370671353465749
127,clear_rate,0.0344624662627847
128,arrest_rate,0.0193775760739832
128,clear_rate,0.0152860055179488
129,arrest_rate,-0.013751388798472
129,clear_rate,-0.0144084265811343
130,arrest_rate,0.0297687703386151
130,clear_rate,0.0237149254867896
131,arrest_rate,-0.0217366420798684
131,clear_rate,-0.0305406028275251
132,arrest_rate,-0.0178602426037555
132,clear_rate,-0.0211222490138725
133,arrest_rate,-0.00979435932439845
133,clear_rate,-0.00489326291117035
134,arrest_rate,-0.00494554138452528
134,clear_rate,-0.00290893123123177
135,arrest_rate,-0.0073886106409409
135,clear_rate,-0.00320703481223529
136,arrest_rate,0.0201695652358157
136,clear_rate,0.0343093416797497
137,arrest_rate,0.0116112083372309
137,clear_rate,0.0160607756768172
138,arrest_rate,-0.00397054443925731
138,clear_rate,-0.021275009157483
139,arrest_rate,-0.00312726966864227
139,clear_rate,0.00291949906936097
140,arrest_rate,-0.00190730257029516
140,clear_rate,-0.0102175840795994
141,arrest_rate,-0.018104106407946
141,clear_rate,-0.0108052146285688
142,arrest_rate,-0.015026121572669
142,clear_rate,-0.00959644362697675
143,arrest_rate,0.0298954761077834
143,clear_rate,0.0256395684726344
144,arrest_rate,-0.0282229088713396
144,clear_rate,-0.0198168131594487
145,arrest_rate,0.00642279592301853
145,clear_rate,0.0121422822863093
146,arrest_rate,0.0570755503331891
146,clear_rate,0.0606277814497866
147,arrest_rate,-0.0299565313930566
147,clear_rate,-0.036934683329336
148,arrest_rate,0.0164065406333419
148,clear_rate,0.00975429642800555
149,arrest_rate,-0.0242817779862601
149,clear_rate,-0.0210379585480766
150,arrest_rate,-0.00434157968378046
150,clear_rate,0.00131645715900384
151,arrest_rate,0.020175220424336
151,clear_rate,0.0251264914370689
152,arrest_rate,-0.00313619255187373
152,clear_rate,0.00339738234464524
153,arrest_rate,0.046554512351308
153,clear_rate,0.0475226732595425
154,arrest_rate,-0.000197668828456972
154,clear_rate,-0.0034596151309183
155,arrest_rate,-0.013989792507618
155,clear_rate,-0.0135754023802812
156,arrest_rate,-0.00741801090522591
156,clear_rate,-0.016979270027189
157,arrest_rate,0.0440107022959316
157,clear_rate,0.0539504199399628
158,arrest_rate,-0.0159395375631242
158,clear_rate,-0.0151273150522423
159,arrest_rate,0.0548731770506189
159,clear_rate,0.0380424195233315
160,arrest_rate,-0.000112187648706383
160,clear_rate,0.00100314523739816
161,arrest_rate,0.0332034730662212
161,clear_rate,0.0389061725178797
162,arrest_rate,-0.0322147893602896
162,clear_rate,-0.0222608224960289
163,arrest_rate,0.00532428779701734
163,clear_rate,0.0031431978075033
164,arrest_rate,0.00906271364141265
164,clear_rate,0.0090153179649067
165,arrest_rate,-0.0197049604291762
165,clear_rate,-0.00710092138005957
166,arrest_rate,0.0341551592140235
166,clear_rate,0.0423094736100313
167,arrest_rate,-0.0389745347067881
167,clear_rate,-0.04057670978292
168,arrest_rate,0.00330630460847557
168,clear_rate,0.00795716243337632
169,arrest_rate,-0.0525222154176689
169,clear_rate,-0.0384717436073407
170,arrest_rate,-0.00284845830511246
170,clear_rate,0.0113556569596413
171,arrest_rate,-0.0107489611365874
171,clear_rate,-0.0238021523563257
172,arrest_rate,0.00435525258603484
172,clear_rate,0.0121918983089326
173,arrest_rate,0.00363143489432404
173,clear_rate,-0.0118857958044712
174,arrest_rate,0.0128711586286336
174,clear_rate,0.00541411951405387
175,arrest_rate,-0.00430581784988925
175,clear_rate,-0.00266293822855189
176,arrest_rate,0.0446672790163594
176,clear_rate,0.0448751290225809
177,arrest_rate,-0.0160095393229267
177,clear_rate,-0.0155901048607182
178,arrest_rate,0.0161702436338689
178,clear_rate,0.0260507716839028
179,arrest_rate,0.0233868590707183
179,clear_rate,0.0290242929865796
180,arrest_rate,-0.0118182554584685
180,clear_rate,-0.00631968695530919
181,arrest_rate,-0.0196063406104768
181,clear_rate,-0.0306700641275981
182,arrest_rate,0.035353743688499
182,clear_rate,0.0281208699042163
183,arrest_rate,0.0134116776726828
183,clear_rate,0.021254381300461
184,arrest_rate,0.000171051266374278
184,clear_rate,0.00630665204083921
185,arrest_rate,-0.0133485944579315
185,clear_rate,-0.00930470592020031
186,arrest_rate,0.016835846429643
186,clear_rate,0.0112167741423014
187,arrest_rate,-0.0094847748760149
187,clear_rate,-0.0059676294964542
188,arrest_rate,-0.00837973201685428
188,clear_rate,-0.0152191034237286
189,arrest_rate,0.00910755609683869
189,clear_rate,0.00139300641925618
190,arrest_rate,-0.0118048866920991
190,clear_rate,-0.00890437844848619
191,arrest_rate,-0.00561881716048267
191,clear_rate,0.00159901204735051
192,arrest_rate,-0.010574697311362
192,clear_rate,-0.00275837178220086
193,arrest_rate,-0.0408318097818471
193,clear_rate,-0.0511964919594137
194,arrest_rate,-0.00666223430034183
194,clear_rate,-0.0203729265255682
195,arrest_rate,0.0225847980554667
195,clear_rate,0.0172160668246016
196,arrest_rate,-0.00572190753782979
196,clear_rate,-0.0011360958703736
197,arrest_rate,0.0143620735403995
197,clear_rate,0.0255218140647773
198,arrest_rate,0.00743836126165435
198,clear_rate,-0.00639100786133344
199,arrest_rate,-0.0546835687000967
199,clear_rate,-0.0521739169005671
200,arrest_rate,-0.0425326731308374
200,clear_rate,-0.0377985370526152
201,arrest_rate,0.0245302478804673
201,clear_rate,0.0393430018690945
202,arrest_rate,-0.0101867831066525
202,clear_rate,-0.0180833168895333
203,arrest_rate,-0.0197671350236393
203,clear_rate,-0.0166248225128859
204,arrest_rate,0.0101439705254162
204,clear_rate,0.0222812209449177
205,arrest_rate,-0.00529350075193947
205,clear_rate,-0.00209550641636361
206,arrest_rate,0.00586173494925543
206,clear_rate,0.0224036238627278
207,arrest_rate,0.00900350663300221
207,clear_rate,0.00881616802751888
208,arrest_rate,-0.0123057434685355
208,clear_rate,-0.00578349422402287
209,arrest_rate,0.0357027105274728
209,clear_rate,0.0147554894280266
210,arrest_rate,-0.0171342545045584
210,clear_rate,-0.0189902250513758
211,arrest_rate,-0.0103022493615711
211,clear_rate,-0.00630647788026604
212,arrest_rate,0.0206783586275597
212,clear_rate,-0.00163150535318933
213,arrest_rate,0.0219785553511022
213,clear_rate,0.0200709059635889
214,arrest_rate,-0.00553382132792517
214,clear_rate,-0.0122017736778456
215,arrest_rate,-0.00304572818706174
215,clear_rate,-0.0165432407576664
216,arrest_rate,-0.0109030447907046
216,clear_rate,-0.0239370906700676
217,arrest_rate,-0.00443746639143144
217,clear_rate,-0.0130799573285756
218,arrest_rate,-0.00616541406101216
218,clear_rate,-0.00195624211462164
219,arrest_rate,-0.0086614606215032
219,clear_rate,-0.00936022146387304
220,arrest_rate,0.0703933077900004
220,clear_rate,0.0666596401426808
221,arrest_rate,0.00203585450161018
221,clear_rate,0.000141803823475966
222,arrest_rate,-0.0138391971753449
222,clear_rate,-0.00861103204446767
223,arrest_rate,0.00301158692702122
223,clear_rate,-0.00417568915752333
224,arrest_rate,-0.0254479043641607
224,clear_rate,-0.01599737132825
225,arrest_rate,0.015443224713392
225,clear_rate,0.00275045000371052
226,arrest_rate,0.0281734253374091
226,clear_rate,0.034656829698291
227,arrest_rate,-0.00836176245042661
227,clear_rate,-0.000646441512651656
228,arrest_rate,-0.0395682874007617
228,clear_rate,-0.0500921014378417
229,arrest_rate,-0.0179481422616784
229,clear_rate,-0.026410200717655
230,arrest_rate,-0.0274180970407595
230,clear_rate,-0.0224480024513564
231,arrest_rate,-0.00961587850056153
231,clear_rate,-0.0171656398100527
232,arrest_rate,-0.0400036871552885
232,clear_rate,-0.0358527447074773
233,arrest_rate,0.00130193739844086
233,clear_rate,0.00651083956170624
234,arrest_rate,-0.00954731484246035
234,clear_rate,-0.00406560020537955
235,arrest_rate,-0.0197819970604726
235,clear_rate,-0.0186425456597894
236,arrest_rate,-0.0160344729539839
236,clear_rate,-0.0173103786583381
237,arrest_rate,0.0282390537002563
237,clear_rate,0.0280745373495021
238,arrest_rate,-0.0159400551862832
238,clear_rate,-0.0109857617696652
239,arrest_rate,-0.0218571660673737
239,clear_rate,-0.032303619482957
240,arrest_rate,0.0354224282841123
240,clear_rate,0.0500389719938489
241,arrest_rate,0.032667292816113
241,clear_rate,0.0314488831378461
242,arrest_rate,0.02106600129685
242,clear_rate,0.0256128916960903
243,arrest_rate,0.00849822879337643
243,clear_rate,0.00246742102155171
244,arrest_rate,0.00209197213273267
244,clear_rate,0.00676707982837279
245,arrest_rate,0.0367171899673158
245,clear_rate,0.0303041047707925
246,arrest_rate,-0.00768151677044227
246,clear_rate,-0.0099061555302977
247,arrest_rate,0.0236494445447526
247,clear_rate,0.0316804937881673
248,arrest_rate,-0.0161100338564222
248,clear_rate,-0.0170251522779658
249,arrest_rate,0.0101145748145879
249,clear_rate,-0.00067047769668503
250,arrest_rate,-0.0213424792931227
250,clear_rate,-0.0228337184708169
251,arrest_rate,-0.00480442022291118
251,clear_rate,-0.009779360105951
252,arrest_rate,0.0038990506856017
252,clear_rate,0.0119563583533747
253,arrest_rate,0.0177814749875829
253,clear_rate,0.0146141230131742
254,arrest_rate,0.0102887283811397
254,clear_rate,0.0197949475834314
255,arrest_rate,0.0037754998847819
255,clear_rate,-0.00651130219140924
256,arrest_rate,0.0159786614332564
256,clear_rate,0.0213020941994182
257,arrest_rate,0.00102729977578714
257,clear_rate,-0.00460005394731017
258,arrest_rate,-0.0406077019530805
258,clear_rate,-0.037184003442068
259,arrest_rate,-0.00909394398624229
259,clear_rate,-0.0108602819670528
260,arrest_rate,0.0731431007462143
260,clear_rate,0.079136172263729
261,arrest_rate,0.000841823385518582
261,clear_rate,0.0011781462495695
262,arrest_rate,0.0148283921145532
262,clear_rate,0.028721358792985
263,arrest_rate,0.00528010959319263
263,clear_rate,0.0203933997466608
264,arrest_rate,0.000547203380026128
264,clear_rate,0.000380278947359875
265,arrest_rate,-0.00790740959052071
265,clear_rate,-0.00547320570788098
266,arrest_rate,-0.0174475823232062
266,clear_rate,-0.0180241418975749
267,arrest_rate,-0.0415512145837122
267,clear_rate,-0.0400973336242769
268,arrest_rate,-0.00379679056966651
268,clear_rate,-0.00811859855583192
269,arrest_rate,0.0072411432533117
269,clear_rate,0.00702754617366937
270,arrest_rate,0.0454035166365334
270,clear_rate,0.0580423755235271
271,arrest_rate,-0.0102586846292528
271,clear_rate,-0.0190231531880784
272,arrest_rate,0.012139407506318
272,clear_rate,0.0176717950206708
273,arrest_rate,-0.00779091804357905
273,clear_rate,-0.0214708556130343
274,arrest_rate,-0.00453777024223372
274,clear_rate,-0.0223997802798997
275,arrest_rate,0.013865258088634
275,clear_rate,0.017453540585909
276,arrest_rate,0.00232323650986243
276,clear_rate,0.000516614513847947
277,arrest_rate,-0.017143030883199
277,clear_rate,-0.00301850457708225
278,arrest_rate,-0.000470601487777275
278,clear_rate,-0.00296232543520661
279,arrest_rate,0.00543363338445018
279,clear_rate,-0.000927500392888216
280,arrest_rate,-0.00479162327707065
280,clear_rate,0.00364679711991204
281,arrest_rate,0.000830776442267286
281,clear_rate,0.00195679280994693
282,arrest_rate,0.0424481884477093
282,clear_rate,0.0608860164020307
283,arrest_rate,-0.012360370736307
283,clear_rate,-0.0288534643122694
284,arrest_rate,0.023366547520045
284,clear_rate,0.0055088077949168
285,arrest_rate,-0.00634685850615073
285,clear_rate,-0.0210503333491788
286,arrest_rate,-0.018380947553882
286,clear_rate,-0.0189184023393462
287,arrest_rate,-0.0325486147780733
287,clear_rate,-0.032929307380646
288,arrest_rate,-0.00986304119576072
288,clear_rate,-0.00790756051479411
289,arrest_rate,-0.00859133396117563
289,clear_rate,-0.00456782242460277
290,arrest_rate,-0.0123790786612573
290,clear_rate,-0.00245435415298538
291,arrest_rate,0.0536638851448484
291,clear_rate,0.0447314755147333
292,arrest_rate,-0.0150665783766874
292,clear_rate,-0.00884862939691528
293,arrest_rate,0.0305634014736429
293,clear_rate,0.0240271415655099
294,arrest_rate,0.00766251960555071
294,clear_rate,0.0106052457802981
295,arrest_rate,-0.00297692496500205
295,clear_rate,-0.00844011676414782
296,arrest_rate,-0.00355592379554134
296,clear_rate,-0.00111798557858243
297,arrest_rate,-0.0161221525685037
297,clear_rate,-0.00962405937588456
298,arrest_rate,-0.0569078278415152
298,clear_rate,-0.0502234137066985
299,arrest_rate,0.0738902191396987
299,clear_rate,0.0722795945610052
300,arrest_rate,-0.0175208673572234
300,clear_rate,-0.0175875320829092
301,arrest_rate,-0.0285578359168698
301,clear_rate,-0.0280521843181397
302,arrest_rate,0.00203780601360692
302,clear_rate,-0.0129678893497322
303,arrest_rate,-0.0116375105369328
303,clear_rate,-0.014066780849906
304,arrest_rate,-0.019475683819871
304,clear_rate,-0.0127648288925996
305,arrest_rate,-0.0153790965333787
305,clear_rate,-0.00744476337085119
306,arrest_rate,0.0117631000880391
306,clear_rate,0.0161900193131101
307,arrest_rate,0.00789932937140351
307,clear_rate,0.00266508647904974
308,arrest_rate,-0.00370022344276699
308,clear_rate,-0.00541195325304382
309,arrest_rate,0.0362235965677653
309,clear_rate,0.0302031812572348
310,arrest_rate,0.0108127578999291
310,clear_rate,0.0183380400040498
311,arrest_rate,-0.0442752242444485
311,clear_rate,-0.0541246403414681
312,arrest_rate,-0.0189566784114275
312,clear_rate,-0.00854808892890381
313,arrest_rate,0.00608236802656074
313,clear_rate,0.00786594234580201
314,arrest_rate,-0.032873341217902
314,clear_rate,-0.0212521898687726
315,arrest_rate,-0.00441170978280245
315,clear_rate,-0.00205540845470327
316,arrest_rate,-0.00686875115528012
316,clear_rate,-0.00929688327511029
317,arrest_rate,-0.00102141711737387
317,clear_rate,-0.018824125998216
318,arrest_rate,-0.00288608349439891
318,clear_rate,0.0113612709756485
319,arrest_rate,-0.00564748726140546
319,clear_rate,-0.00422149557967156
320,arrest_rate,-0.0100033911903008
320,clear_rate,-0.0122876945838168
321,arrest_rate,-0.0020830361740119
321,clear_rate,-0.010816051700402
322,arrest_rate,0.010886926718002
322,clear_rate,0.0125394107811133
323,arrest_rate,-0.0158170534241068
323,clear_rate,-0.00977074653685029
324,arrest_rate,0.000893246697575732
324,clear_rate,-0.00289383217759094
325,arrest_rate,0.00364550403769459
325,clear_rate,-0.00930648244864536
326,arrest_rate,-0.00733161973972625
326,clear_rate,-0.022730788439442
327,arrest_rate,0.0495122958179709
327,clear_rate,0.050061525116352
328,arrest_rate,0.00540711958630978
328,clear_rate,-0.000382568413803119
329,arrest_rate,-0.0141368678373108
329,clear_rate,-0.0152712073387383
330,arrest_rate,-0.0247471137674627
330,clear_rate,-0.0340929493290862
331,arrest_rate,-0.00721575443058335
331,clear_rate,-0.000162542248387482
332,arrest_rate,-0.0103413400498594
332,clear_rate,-0.0357433547089148
333,arrest_rate,0.0167035013304977
333,clear_rate,0.0199607176735888
334,arrest_rate,-0.00287527035840292
334,clear_rate,0.000623641213325052
335,arrest_rate,0.0647110305388232
335,clear_rate,0.0669399766787529
336,arrest_rate,0.00750661432506753
336,clear_rate,0.00152249694599994
337,arrest_rate,-0.0100922797244054
337,clear_rate,-0.00969902667546752
338,arrest_rate,0.0498813917948337
338,clear_rate,0.041231974431643
339,arrest_rate,0.00428757500583785
339,clear_rate,-0.0190692717798943
340,arrest_rate,-0.0161237185530333
340,clear_rate,-0.0245159073695388
341,arrest_rate,0.00319660626671472
341,clear_rate,0.0214093490569255
342,arrest_rate,0.0306573305970769
342,clear_rate,0.0322698020255584
343,arrest_rate,0.00648384592454496
343,clear_rate,-0.00397781151457215
344,arrest_rate,0.00467938510621533
344,clear_rate,0.00164220224321469
345,arrest_rate,0.00168827915164359
345,clear_rate,-0.000240855226417447
346,arrest_rate,-0.00817897769242384
346,clear_rate,0.00459755635201457
347,arrest_rate,0.0136952248968736
347,clear_rate,0.030512035331484
348,arrest_rate,0.0204336857534592
348,clear_rate,0.020914809813674
349,arrest_rate,-0.0366964403582411
349,clear_rate,-0.0290774302418927
350,arrest_rate,-0.024515234947571
350,clear_rate,-0.0297183753439847
351,arrest_rate,-0.0158715464844038
351,clear_rate,-0.0238073483026918
352,arrest_rate,-0.015833758250939
352,clear_rate,-0.0274096418553785
353,arrest_rate,0.0144501953089095
353,clear_rate,0.0127196106197143
354,arrest_rate,-0.0244211149323417
354,clear_rate,-0.0384822985361056
355,arrest_rate,0.0270298500730701
355,clear_rate,0.0101896982552711
356,arrest_rate,0.0587804108066425
356,clear_rate,0.0616895126169556
357,arrest_rate,-0.00832508635392647
357,clear_rate,-0.00898702091242949
358,arrest_rate,-0.0040192639589911
358,clear_rate,-0.00683524686669726
359,arrest_rate,0.00611979860115927
359,clear_rate,-0.00620960588782619
360,arrest_rate,0.0295753944011116
360,clear_rate,0.0387729792306341
361,arrest_rate,0.000794730845014188
361,clear_rate,0.000584261967193478
362,arrest_rate,-0.00667708647020554
362,clear_rate,-0.0168285299116828
363,arrest_rate,0.0410854146730888
363,clear_rate,0.0476267583015697
364,arrest_rate,-0.0123383737998049
364,clear_rate,-0.0170766091517876
365,arrest_rate,0.0121223870278937
365,clear_rate,0.0177736033203851
366,arrest_rate,-0.000192164301361369
366,clear_rate,0.0154199947039874
367,arrest_rate,-0.00421844529809097
367,clear_rate,0.00118286212766583
368,arrest_rate,-0.0221503184843998
368,clear_rate,-0.03114214865363
369,arrest_rate,-0.0302103431810325
369,clear_rate,-0.0232839874075582
370,arrest_rate,-0.0122296658580169
370,clear_rate,-0.0177830270672061
371,arrest_rate,0.0470140710696827
371,clear_rate,0.0377795315065263
372,arrest_rate,0.0210689412793023
372,clear_rate,0.0271845128902619
373,arrest_rate,-0.0482168981192996
373,clear_rate,-0.0369484783396273
374,arrest_rate,0.0432956121760473
374,clear_rate,0.0533997146507897
375,arrest_rate,0.0344049605418553
375,clear_rate,0.0378422794723821
376,arrest_rate,0.0152823547076174
376,clear_rate,-0.00526736884845125
377,arrest_rate,0.0247923337719802
377,clear_rate,0.0329675638060905
378,arrest_rate,-0.00204041182391774
378,clear_rate,0.00215949872750243
379,arrest_rate,-0.0011781796176333
379,clear_rate,0.0228342690731962
380,arrest_rate,0.0411988889119907
380,clear_rate,0.0331018360167836
381,arrest_rate,0.0194863115384049
381,clear_rate,0.00429094266940021
382,arrest_rate,-0.00520417651795963
382,clear_rate,-0.00285460124494961
383,arrest_rate,0.0193375567628124
383,clear_rate,0.021759164599909
384,arrest_rate,-0.00646926416950699
384,clear_rate,-0.0135611701087568
385,arrest_rate,-0.00442960492291158
385,clear_rate,-0.00335256770584838
386,arrest_rate,-0.01406889766639
386,clear_rate,-0.0187645569995574
387,arrest_rate,-0.0193321541763234
387,clear_rate,-0.0309002885331708
388,arrest_rate,-0.00130324168905218
388,clear_rate,-0.00531535987048755
